"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"3463","PETRA HOLDING AS
                ","921745788","2018-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3464","PLANTSCAPING NORGE AKINYELE
                ","921680597","2018-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3465","PLANTSCAPING NORGE AS
                ","921808844","2018-11-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3466","PLUG-IN NORGE AS
                ","921771444","2018-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3467","QUATROGRUPPEN AS
                ","921667698","2018-11-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3468","QUATROGRUPPEN DRIFT AS
                ","921805535","2018-11-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3469","REAL TRAINING AS
                ","821697182","2018-11-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3470","RINGDAL GARDEN AS
                ","921667647","2018-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3471","ROTTEM AUTO
                ","821745322","2018-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3472","RØRLEGGER PÅL STEINERT VVS
                ","921678533","2018-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3473","SAMEIET DOCKSIDE 6
                ","821785162","2018-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3474","SAMEIET JERNLAGERET
                ","921769377","2018-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3475","SAMEIET LILLEBORG TERRASSE
                ","921746334","2018-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3476","SANDBERG AS
                ","921748752","2018-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3477","SANDEFJORD BYGG & MONTASJE AS
                ","921703325","2018-11-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3478","SANDEFJORD FRUKT OG GRØNT AS
                ","921693680","2018-11-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3479","SANDEFJORD ORTOPEDI DA
                ","921796765","2018-11-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3480","SEEMENORWAY AS
                ","921758294","2018-11-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3481","SEJE ANTHONY JEFFREY SEJE KROGSUND
                ","921775679","2018-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3482","SENTER SCENE AS
                ","921742460","2018-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3483","SINGER SYSENTER LARVIK AS
                ","921736037","2018-11-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3484","SKIOLD AS
                ","921649495","2018-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3485","SKJEGGERØD AS
                ","921714122","2018-11-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3486","SKJEGGERØDLIA
                ","921182155","2018-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3487","SKJÆRGÅRDSMAT AS
                ","921790430","2018-11-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3488","SKULD FAMILIEHOLDING AS
                ","921649223","2018-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3489","SMARTMEETINGS AS
                ","921790554","2018-11-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3490","SMK-EIENDOM AS
                ","921657307","2018-11-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3491","SN HOLDING AS
                ","921693842","2018-11-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3492","SNURREPIPPERIER OG SÅNT AS
                ","921743467","2018-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3493","SOL BEAUTY AS
                ","921689292","2018-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3494","SOMMERSEN
                ","921645309","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3495","SPORTGÅRDEN FØRUM AS
                ","921644027","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3496","SR SHOP ONLINE SUNAN LAKHORN ROTERUD
                ","921785801","2018-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3497","SSE HOLDING AS
                ","921724845","2018-11-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3498","STASJONEN BUSINESS LOUNGE AS
                ","821662982","2018-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3499","STEPZ MUSIC INVEST AS
                ","921718004","2018-11-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3500","STRANDHEIM IT
                ","921763565","2018-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3501","SUSTAINABLE TECHNOLOGIES AS
                ","921647263","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3502","SVENNER JONAS HIMBERG
                ","821743052","2018-11-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3503","SØRDAL EIENDOM AS
                ","921654308","2018-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3504","TANDBERG ENGINEERING AS
                ","921660359","2018-11-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3505","TANNLEGE MARKO VALJAN
                ","921734344","2018-11-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3506","TEKSTFLYT AS
                ","821708192","2018-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3507","TOMA VESTFOLD INVEST AS
                ","821753562","2018-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3508","TORP HOTEL AS
                ","957409814","2018-11-29","Rettelse av foretaksnavn                          
                ","Vestfold","Før"
"3509","TORSO DØR SERVICE NORGE AS
                ","921627254","2018-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3510","TØNSBERG NEGL&VIPPER AS
                ","921768222","2018-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3511","UTMARKEN DA
                ","921706006","2018-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3512","UTSIKTEN SKOGRO BORETTSLAG
                ","921627289","2018-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3513","VEIANLEGG AS
                ","921699158","2018-11-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3514","VELBLAAST PER REINHART JOHNSEN
                ","980116093","2018-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3515","VERFTSBASSENGET 5 AS
                ","921708602","2018-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3516","VESTFOLD GLASS&SOLSKJERMING GEIR LIE
                ","921684525","2018-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3517","VESTFOLD GOLFHALL AS
                ","921649347","2018-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3518","VILJARIN AS
                ","921679564","2018-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3519","VILLA SVARSTAD AS
                ","921726805","2018-11-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3520","WIBE YOGA & PILATES AS
                ","921675135","2018-11-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3521","ØYVIND HORN HOLDING AS
                ","921718039","2018-11-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3522","ÅSGÅRDEN FRISØR AS
                ","921785518","2018-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3523","ACDS AS
                ","921674635","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3524","AGAD HOLDING AS
                ","921903413","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3525","AINA RENHOLD DZIOVALIENE
                ","921960654","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3526","ALFRED ANDERSENS GATE 3 AS
                ","821902282","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3527","ALTIBÅT VIDAR HENNING HANSEN
                ","921881959","2018-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3528","ANDEBU FASHION AS
                ","921864876","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3529","ANTHZ AS
                ","921896077","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3530","APOLLÔN II AS
                ","821926122","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3531","ARC SOFTWARE AS
                ","921902433","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3532","AUTOGO AS
                ","921850077","2018-12-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3533","BALLKE INVEST AS
                ","921863136","2018-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3534","BENTSRUDVEIEN 14 AS
                ","921838670","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3535","BIKESTUFF AS
                ","921959737","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3536","BORGEGÅRDEN AS
                ","921833393","2018-12-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3537","BREAKPOINT AS
                ","921814623","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3538","BRJANOVS HANDEL
                ","921849184","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3539","BRYDES GATE 16 OG 18 AS
                ","821903432","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3540","BULLS GATE 3 AS
                ","921903693","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3541","BY-ELMA ELSE MARITS SØM OG STRIKKERIER ELSE MARIT NOMME
                ","921841582","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3542","BYGGMESTER OLA KJELLERØD AS
                ","821899842","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3543","BYGGMESTER TOM ERIK STRØM AS
                ","921899556","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3544","DAB HOLDING AS
                ","921893035","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3545","DIASALES NORGE AS
                ","921965508","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3546","DIN TEKSTFORFATTER AS
                ","921791860","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3547","DKSR EIENDOM AS
                ","921955960","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3548","EAK-INSTALLASJON AS
                ","921897138","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3549","EMIL VEDVIK AS
                ","921863675","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3550","F.A.BJERKE HOLDING AS
                ","921857136","2018-12-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3551","FJORDEN KULTURDRIFT AS
                ","921880596","2018-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3552","FOKUS TRENINGSSENTER AS
                ","921820798","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3553","FORWARD AS
                ","921818033","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3554","FOSSNESVEIEN 27 AS
                ","921903804","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3555","FRONT BRANDS AS
                ","921893043","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3556","FRØKNA PÅ LANDET AS
                ","921956037","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3557","GB CONSULTING GLENN BRYNILDSEN
                ","921858574","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3558","GNISTRE INVEST AS
                ","921902689","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3559","GOLD GRILL AS
                ","921860331","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3560","GOODGOLD BRO DA
                ","821968852","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3561","H.H. EIENDOM AS
                ","821962412","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3562","HALVORSEN INVEST OG EIENDOM AS
                ","921834942","2018-12-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3563","HELSESERVICE V/FREDULF KARLSEN
                ","921846118","2018-12-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3564","HENRIK SOLVANG HOLDING AS
                ","921820631","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3565","HIVAKO AS
                ","921956428","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3566","HM-HOLDING AS
                ","921844182","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3567","HOLY DONUTS AS
                ","921798512","2018-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3568","HORTEN ELEKTRO SERVICE AS
                ","921969104","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3569","HUMAN PERFORMANCE AS
                ","821810302","2018-12-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3570","IBZE AS
                ","921896107","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3571","IDKA HOLDING AS
                ","921841884","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3572","IMZH AS
                ","921896085","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3573","INCREMENTUM AS
                ","821819482","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3574","INTUITION AS
                ","921883862","2018-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3575","JARLSBERG PARTNERS MANAGEMENT AS
                ","921861222","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3576","JOFREMA AS
                ","921818173","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3577","KAWA TRANSPORT AS
                ","921823363","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3578","KEO HOLDINGSELSKAP AS
                ","921825595","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3579","KIMBERLY HOWE CONSULTING
                ","921960514","2018-12-31","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3580","KJELLE BOLIG I AS
                ","921973152","2018-12-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3581","KJELLE BOLIG II AS
                ","921973160","2018-12-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3582","KJELLE BOLIG III AS
                ","921973179","2018-12-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3583","KKP HOLDING AS
                ","921844247","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3584","KONGEGATA 5 AS
                ","921902093","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3585","KONGENS GATE 24 SANDEFJORD AS
                ","921817061","2018-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3586","KOSSEGÅRDEN AS
                ","921903596","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3587","LAB 7 AS
                ","921883617","2018-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3588","LIK AS
                ","921883897","2018-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3589","LILLESKAGEN HOLDING AS
                ","921903103","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3590","LINGELEMVEIEN 2
                ","921604742","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3591","M/D BYGG & EIENDOMSTJENESTER MARTIN THORSTENSEN DAHLE
                ","921856911","2018-12-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3592","MALU EIENDOM AS
                ","921966016","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3593","MESHOWBE AS
                ","921836813","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3594","MONICA VESETH
                ","921849818","2018-12-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3595","NANSEN CAMP AS
                ","921633300","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3596","ODD A. SVINGEN
                ","921756380","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3597","OLLEBAKKEN 20 B OG C AS
                ","921903731","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3598","PEDERSEN HOLDING AS
                ","921884737","2018-12-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3599","PETRA-HOLDING AS
                ","921774176","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3600","PILOT RUNWAY V/JUMA
                ","921968442","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3601","PIZZA NUOVA AS
                ","921962517","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3602","R&L INVEST AS
                ","921823991","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3603","RAFT SUPPRESSION AS
                ","921889461","2018-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3604","RE FÔRFORMIDLING AS
                ","921880421","2018-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3605","REIPBANEGATA 10 OG 12 AS
                ","921902344","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3606","REVÅVEIEN 13 AS
                ","921838395","2018-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3607","RH INVEST SANDEFJORD AS
                ","921900988","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3608","ROMA VANGEN AS
                ","921966156","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3609","RUBEN EIENDOM AS
                ","921886462","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3610","RØSE MUSIKK
                ","921901356","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3611","S 2 FRISØR AS
                ","921894406","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3612","S 2 KONTOR AS
                ","921894619","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3613","S 2 SANDEFJORD AS
                ","921894244","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3614","S TO AS
                ","921894465","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3615","SAH INVEST SANDEFJORD AS
                ","921901348","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3616","SAMEIET AASGAARDEN 3
                ","995668572","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3617","SAMEIET STORGATA 17
                ","911792044","2018-12-03","Rettelse av foretaksnavn                          
                ","Vestfold","Før"
"3618","SCHANCHESGATE 27 AS
                ","921884486","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3619","SEKSJON PINDSLEVEIEN AS
                ","921891237","2018-12-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3620","SELINES HUDPLEIE SELINE OSVOLL FLAKSTAD
                ","921793995","2018-12-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3621","SISS AS
                ","921864078","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3622","SJÅVIK HOLDING AS
                ","921828918","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3623","SKATVEDT AS
                ","921884753","2018-12-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3624","SKØYTESHOP AS
                ","921961162","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3625","SMART MODUL AS
                ","921861532","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3626","SPARTVEIT CONSULTING AS
                ","921903782","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3627","SPORT INNOVATION AS
                ","921859457","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3628","STAVERN DYKKERSKOLE MARTIN STØLAND HANSEN
                ","821973562","2018-12-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3629","STOLTENBERGS GATE 26-28 AS
                ","921968396","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3630","STOR OG LITEN AS
                ","921839251","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3631","STORMYHQ INVEST AS
                ","921963939","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3632","SYNTON EIENDOM AS
                ","921864442","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3633","SØNDRE HOLT B6 AS
                ","921838654","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3634","SØNDRE HOLT B7 AS
                ","921838581","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3635","TEIE BILIMPORT ALAE SHABAN
                ","921839030","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3636","TG-INVEST AS
                ","921838956","2018-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3637","THURMANN HOLDING AS
                ","921825633","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3638","TJUVHOLMEN EIENDOM HOLDING AS
                ","921968698","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3639","TK INVEST HOLDING AS
                ","921967012","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3640","TOSM HOLDING AS
                ","921825528","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3641","TRESCHOW-FRITZØE HOLDING 2K AS
                ","921971893","2018-12-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3642","TRESCHOW-FRITZØE HOLDING AS
                ","921971834","2018-12-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3643","ULMA HOLDING AS
                ","921968531","2018-12-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3644","VAOL AS
                ","921896050","2018-12-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3645","VATAKERÅSEN TOMTESELSKAP AS
                ","921957750","2018-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3646","VESTFOLD ASSURANSE AS
                ","921889526","2018-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3647","VESTFOLD JERNBANEPERSONELL AS
                ","921828896","2018-12-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3648","VIRKSOM AS
                ","921836392","2018-12-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3649","WASTE INSIDE AS
                ","921859899","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3650","WICTORIA INVEST AS
                ","921865112","2018-12-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3651","ØST PROPERTIES AS
                ","921957254","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3652","ØVRE GOKSTAD UTVIKLING AS
                ","921963742","2018-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3653","AGJ HOLDING AS
                ","922062013","2019-01-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3654","AGRIUS EIENDOM ANS
                ","922148988","2019-02-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3655","AHI AS
                ","922032122","2019-01-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3656","ALT JARAS AS
                ","922047537","2019-01-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3657","ANDREASSENS SMÅBRUKSDRØM
                ","922082235","2019-01-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3658","ARTICA AS
                ","822139582","2019-01-31","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3659","ASKEDALEN
                ","922059578","2019-01-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3660","ATOMIKA OMSORG AS
                ","922141916","2019-01-31","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3661","AVKT EIENDOM AS
                ","921986076","2019-01-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3662","BACHE BAR PUB AS
                ","922090270","2019-01-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3663","BAKSTEKJEVLA AS
                ","922036861","2019-01-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3664","BARBO OLSEN INVEST AS
                ","921992629","2019-01-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3665","BENGTSSONS MASKIN AB FILIAL
                ","921627998","2019-01-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3666","BETINA REINE
                ","922082251","2019-01-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3667","BG MASKIN AS
                ","922077142","2019-01-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3668","BIBELBUTIKKEN TØNSBERG AS
                ","922022224","2019-01-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3669","BIOPULS Wencke Solberg
                ","983774482","2019-01-31","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3670","BJØRGS HJEMMETJENESTE AS
                ","922040737","2019-01-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3671","BJØRN CHRISTENSEN TRANSPORT AS
                ","921995571","2019-01-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3672","BLISS COACHING & CONSULTING AS
                ","922090130","2019-01-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3673","BLUEBUILD AS
                ","922018227","2019-01-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3674","BYENS TRANSPORT AS
                ","921900228","2019-01-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
"3675","C-FLYTYING CHRIS BENGT HÅKAN ANDERSSON
                ","922053189","2019-01-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Før"
