"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"3229","NYE SPIRE PSYKOLOGTJENESTE AS
                ","820897242","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3230","OAS BILER ODD ASBJØRN STENERSEN
                ","920880703","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3231","OCEAN FARM HOLDING AS
                ","920917399","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3232","OPPLEVEVJE AS
                ","920737072","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3233","OSSI KAPITAL AS
                ","920861121","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3234","P.E. GAARUD AS
                ","820868382","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3235","PAP INVEST AS
                ","920920713","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3236","PHILM REKLAME AS
                ","920876498","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3237","PICOMED 2 AS
                ","820847202","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3238","PRESISJON AS
                ","920874584","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3239","PRO VERK AS
                ","920814921","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3240","PÅ VEIEN VIDERE AS
                ","920813992","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3241","RAMSE ANLEGG DA
                ","820804732","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3242","REVISJONSFIRMA RYPESTØL AS
                ","920914462","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3243","RH-BYGG AS
                ","920843646","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3244","ROLDAN VICTORIA CATERING
                ","920837611","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3245","SALIM BUDTJENESTER BASIR
                ","920905773","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3246","SAMEIET AMALIENBORG AVENY 2
                ","920925936","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3247","SANSE INVEST AS
                ","920916597","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3248","SERVICE & TRANSPORT AS
                ","920896510","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3249","SICADA HOLDING AS
                ","920922708","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3250","SIENNAFISK AS
                ","920855288","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3251","SIJO INVEST AS
                ","920917682","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3252","SIRDAL SOL OG VIND AS
                ","920903835","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3253","SMARTMECHANICS AS
                ","920923933","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3254","SOLHEIM GÅRDSBRUK MOI KASPER EGSVANG NICOLAJSEN
                ","920867332","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3255","SOLHEIM SYKKEL SERVICE AS
                ","920843298","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3256","SOLIS BYGGSERVICE AS
                ","920811140","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3257","SOMETHING ELSE MARKETING AS
                ","920881513","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3258","SOMMERFELT SONDRE SOMMERFELT RÅNÅS
                ","920932924","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3259","SPICER TRENING AS
                ","920859720","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3260","SRK HMS SYSTEM AS
                ","920925340","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3261","STAYPREP V/FOLDVIK
                ","920832067","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3262","STILLASBUTIKKEN AS
                ","920799531","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3263","STOA AUTOSERVICE AS
                ","920918204","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3264","STOMP OG SJESK V/TONE L. ROSSELAND
                ","920836658","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3265","SVEIN OLAV SKULAND
                ","920824455","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3266","SVENNINGS BYGG AS
                ","920872468","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3267","SØRLANDSKOMPER AS
                ","920925111","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3268","SØRLANDSPARKEN UTVIKLING AS
                ","820863542","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3269","SØRVEIV AS
                ","920829651","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3270","T. RISDAL CONSULTING AS
                ","920852998","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3271","TH BYGG OG VEDLIKEHOLD AS
                ","920879764","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3272","THORSLAND ELEKTRO AS
                ","920888607","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3273","TIMEOUT FURNITURE AS
                ","920835635","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3274","TINDEWEB AS
                ","920810950","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3275","TOLV BORD DRIFT AS
                ","920842526","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3276","TONSTAD TIPP TRANSPORT AS
                ","920852564","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3277","TORRIDALSVEIEN 14 HJEMMEL AS
                ","920828965","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3278","TVEIT MASKIN OG UTLEIE ENK
                ","920855008","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3279","UNIK PROFIL AS
                ","920824897","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3280","URDAL ELEKTRO
                ","920830897","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3281","VALVE AS
                ","920887104","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3282","WILSON'S MEDICAL AI DAVID ALISTER WILSON
                ","920923690","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3283","ØSTERSKOGEN 74 AS
                ","920899854","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3284","100 IDE AS
                ","821031982","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3285","2 KNOP AS
                ","920941168","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3286","AGDER LANDBRUKS TEKNIKK STEENSOHN
                ","920910823","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3287","AGDER TUNING AS
                ","920900100","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3288","AIKOM AS
                ","920934374","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3289","ALFA SØR REVISJON, RÅDGIVNING OG REGNSKAP AS
                ","920956742","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3290","AMENDI AS
                ","920939058","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3291","ANDERS STANGVIK ANLEGG AS
                ","920970516","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3292","AS RYM
                ","920952143","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3293","ASIA MATBUTIKK ABBAS
                ","920994180","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3294","B-T HOLDING AS
                ","820933532","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3295","BARBU MINILAGER AS
                ","920949150","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3296","BEAUTY POWER AS
                ","920956734","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3297","BERGE INDUSTRISERVICE AS
                ","920929435","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3298","BERNTSEN COACHING
                ","920954146","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3299","BESTM HOLDING AS
                ","921058950","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3300","BILPARTNER SØR AS
                ","820947622","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3301","BINABBEN AS
                ","921056451","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3302","BJELLÅS TRANSPORT AS
                ","920951015","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3303","BLIKKENSLAGER TI PEDERSEN AS
                ","921076894","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3304","BRELAND BYGGTJENESTER AS
                ","921059345","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3305","BYGGFIRMA THOMAS TØNNESSEN AS
                ","920960960","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3306","BÅTSERVICE SØR THOMASSEN
                ","920873855","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3307","CAFE BRØD MED SMAK AS
                ","921073488","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3308","CAV 51 AS
                ","821009812","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3309","COBRA AGENTURER AS
                ","920934064","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3310","COLOSS EIENDOM AS
                ","920946607","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3311","CRF INVEST AS
                ","920976301","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3312","DAMASKUS MOHAMAD KHER SAMIR HARATA
                ","920970575","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3313","DJUVIK GARTNERI AS
                ","921088973","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3314","DLC AS
                ","921040954","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3315","ECOBRANDS AS
                ","921081685","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3316","EFFEKTIV AS
                ","920929362","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3317","EIDJORD MARKETING
                ","920954995","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3318","EIERSEKSJONSSAMEIET MARINATOPPEN
                ","920845134","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3319","ELAB INVEST AS
                ","920916058","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3320","ELINA TERESE MIÅ
                ","920941443","2018-06-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3321","EMB EIENDOM AS
                ","920888232","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3322","ENERGI EIENDOM AS
                ","820931262","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3323","ENGELAND EIENDOM AS
                ","921027761","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3324","ERLAND SERVICE ANS
                ","921043015","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3325","EVANGER HOLDING AS
                ","921002904","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3326","EVJEKLINIKKEN AS
                ","921008104","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3327","FAMILIEBUTIKKEN AS
                ","920956815","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3328","FANGSTEN HOLDING AS
                ","921074808","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3329","FELDAFING HOLDING AS
                ","920958974","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3330","FIDJEMOEN 6 AS
                ","921087306","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3331","FJORD SERVICE FLEKKEFJORD 2 AS
                ","921014465","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3332","FJORD-HOLDING AS
                ","921014449","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3333","FJORDSERVICE EIENDOM AS
                ","921014414","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3334","FJORDSERVICE FISKERI AS
                ","921018703","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3335","FJUKSTAD AS
                ","921009631","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3336","GELIUSNO AS
                ","820916972","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3337","GLOBAL OCEAN MARINE AS
                ","920961088","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3338","GLOBAL OCEAN PRODUCT AS
                ","920961193","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3339","GLOBAL OCEAN RIG AS
                ","920961185","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3340","GLOBAL OCEAN TECHNOLOGY GROUP AS
                ","920962009","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3341","GLOBAL ONSITE AS
                ","921076436","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3342","GRANDSKAU
                ","920925723","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3343","HAAKONHAAKONSEN - ALT-MULIG-BODEN.NO HÅKON HÅKONSEN
                ","821024102","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3344","HADDELAND INVEST AS
                ","921087381","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3345","HELGE AABEL - KONSULENT, RÅDGIVNING OG SALG
                ","921081871","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3346","HENRIK WERGELANDSGATE 50 AS
                ","820935292","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3347","HK RØR AS
                ","921064039","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3348","HPS HYDRAULIC ENGINEERING - BJERVA
                ","820935802","2018-06-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3349","HÅRCOMPAGNIET AS
                ","921070128","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3350","I HEIANE ALBER WILSEN YACO
                ","920998445","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3351","INNOVASJON SØR AS
                ","921021887","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3352","J. SØRENSEN SKO AS
                ","921005229","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3353","JAN E LARSEN AS
                ","920974074","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3354","JAN TORE KNUDSEN
                ","920986331","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3355","JANNE FORSDAL
                ","920979408","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3356","JANSEN ANLEGG AS
                ","921044046","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3357","JOHANNES HADDELAND AS
                ","920938507","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3358","K. BLANKENBERG AS
                ","920956718","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3359","KAP24 AS
                ","920963285","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3360","KILEN CONSULTING AS
                ","920996825","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3361","KNAS EIENDOM AS
                ","920988911","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3362","KNAS EIENDOM HOLDING AS
                ","920992021","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3363","KRAN & AUTOMASJON AS
                ","920965164","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3364","KRISTIANSAND KJØKKENDESIGN AS
                ","920951929","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3365","KRÆTS AS
                ","920937675","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3366","KRÆTS DRIFT AS
                ","921026455","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3367","KYSTVEIEN 18 AS
                ","920956882","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3368","KZ BYGG & UTLEIE AS
                ","921030975","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3369","LALLI JOHANNSSON
                ","920904734","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3370","LANGELAND GRUPPEN AS
                ","920933238","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3371","LANGFORD-SNAPE
                ","920832334","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3372","LARSEN SNEKKER OG MURSERVICE
                ","920951996","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3373","LAUVÅSEN LAGER AS
                ","921039883","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3374","LILLE SKAUGUM AS
                ","921040318","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3375","LISTER GYNEKOLOG AS
                ","921071825","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3376","LUND OPTIKK AS
                ","821088712","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3377","LUNDE INVEST & HOLDING AS
                ","920979009","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3378","LYGNA ELVEIERLAG SA
                ","994908898","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3379","MALERFIRMA STOKKE
                ","921064292","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3380","MARVIKA ORLOGSTASJON AS
                ","820992032","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3381","MEGALODON AS
                ","920948901","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3382","MESTERFLIS SØR AS
                ","920934706","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3383","MILANO EIENDOM AS
                ","920772153","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3384","MIRA SPA AS
                ","920958354","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3385","MJÅVANNSVEGEN 182 AS
                ","921052170","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3386","MML LOMELAND MUR AS
                ","921069669","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3387","MODELLBUSSMARKED CHRISTOPHER JOHANSEN
                ","820993632","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3388","MYE RART B NESS
                ","920899552","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3389","NASADA HOLDING AS
                ","921027753","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3390","NERDALEN GRAFISKE TJENESTER AS
                ","921075022","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3391","NORDIBØ 1 AS
                ","920984401","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3392","NORDIBØ 2 AS
                ","920992196","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3393","NORGES BUSINESS ARENA AS
                ","920917151","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3394","NORSK PLATEDISTRIBUSJON AS
                ","921075197","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3395","ODDERNESTUN AS
                ","920992080","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3396","OLE PETTER HOLM II AS
                ","920958362","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3397","OPAL SYSTEMS AS
                ","920955878","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3398","OPH INVEST AS
                ","920958273","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3399","ORALKIRURG OVE BUSCH AS
                ","921059043","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3400","PAP INVEST AS
                ","920920713","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3401","PLAST NORDIC AS
                ","920959121","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3402","PROAKTIVE ADVOKATER SA
                ","921005202","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3403","PROFF RENS AS
                ","920934277","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3404","PROFFLINK AS
                ","921039719","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3405","PÅLSNESET INVEST AS
                ","920940811","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3406","QUICKTECH WEB AS
                ","921055056","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3407","R.F.GROUP SVETLANA BRODELE
                ","917504253","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3408","RAMSLI INVEST AS
                ","921021097","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3409","RAULANDSGRENDA 1 AS
                ","920987869","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3410","REIERSEN BYGG AS
                ","921046359","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3411","RELASJONSPSYKOLOGI AS
                ","921056303","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3412","RIGHTPRICEBYGG AS
                ","820938542","2018-06-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3413","RISØR HJORT BRÅTEN GÅRD HERMANN STRAND
                ","921042191","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3414","RONNIE LAURENDZ
                ","921033087","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3415","ROSAAS BYGG AS
                ","921000537","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3416","RUENESS EIENDOM AS
                ","921070314","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3417","RULAND HOLDING AS
                ","920989543","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3418","SAMEIET SOLBAKKEN TERRASSE BIRKELAND
                ","920934498","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3419","SAMEIET TRELLEBAKKEN
                ","920818498","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3420","SAPIENS SOFTWARE SOLUTIONS (NORWAY) AS
                ","820915542","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3421","SARAGOSSA AS
                ","920992560","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3422","SCHLANBUSCH HOLDING AS
                ","920970613","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3423","SEEALL AS
                ","920997279","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3424","SEILERT AS
                ","920953980","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3425","SEILET EIENDOM AS
                ","820848772","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3426","SELINAS HUDPLEIE AS
                ","921040296","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3427","SIKKERHETSXPERTEN AMRO ZAID
                ","920823548","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3428","SILICE CONSULTING AS
                ","921052375","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3429","SINUSAS BYGG & VEDLIKEHOLD AS
                ","821074762","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3430","SKALSKA SEBASTIAN SKALSKI
                ","920486614","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3431","SKEIE AGRI AS
                ","921000790","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3432","SKJEVIKA EIENDOMSUTVIKLING AS
                ","921077386","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3433","SKORSTØL DA
                ","921054491","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3434","SMS-4CASH DA
                ","987661062","2018-06-07","Rettelse av foretaksnavn                          
                ","Agder","Før"
"3435","SOMMERFELT SONDRE SOMMERFELT RÅNÅS
                ","920932924","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3436","SOUSA HOLDING AS
                ","921074697","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3437","SPISERIET CATERING AS
                ","820961242","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3438","SPORTEN GRIMSTAD AS
                ","921051166","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3439","STEENHUSET ARENDAL AS
                ","921003110","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3440","STOL PÅ MEG ÅSMUNDSEN
                ","821050812","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3441","SUCONTRA AS
                ","921067321","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3442","SVERRE KRISTIANSEN
                ","920899366","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3443","SYLINDERSERVICETOMTA 2 AS
                ","921045948","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3444","SØR SJØMAT AS
                ","921003927","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3445","SØRLANDS SAG AS
                ","920958346","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3446","SØRLANDSEVENT AS
                ","920949223","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"3447","SØRSTILLAS AS
                ","920934633","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
