"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"1067","NYE CAMPINGGÅRDEN AS
                ","919290366","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1068","NYE MYRA EIENDOM AS
                ","919290420","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1069","ODDEN RELATIONS AS
                ","919298545","2017-07-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1070","PASYS AS
                ","919227915","2017-07-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1071","PEGASUS GRAFISK AS
                ","919276622","2017-07-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1072","PEMO INVEST & EIENDOM AS
                ","919300736","2017-07-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1073","PILTERUD PANORAMA AS
                ","919291206","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1074","POLETTA SERVICE PIOTR ZBIGNIEW MACUDA
                ","917032165","2017-07-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1075","PRESTEN HOLDING AS
                ","919262516","2017-07-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1076","PRIMA DRIFT AS
                ","819222312","2017-07-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1077","PRO NEST EIENDOM AS
                ","919336110","2017-07-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1078","PÅ VENT 3 AS
                ","919265728","2017-07-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1079","RECIPO AS
                ","919203935","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1080","ROYAL TAJ AS
                ","919305711","2017-07-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1081","SBS STEAM BOILER SERVICE AS
                ","919196831","2017-07-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1082","SINE METU INVEST AS
                ","918570233","2017-07-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1083","SJAKKTREKK AS
                ","919297336","2017-07-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1084","SLETTEMOEN AS
                ","919342986","2017-07-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1085","SN START 29 AS
                ","919221984","2017-07-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1086","SOLICITU AS
                ","919087080","2017-07-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1087","STEINTJØNN AS
                ","919167033","2017-07-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1088","STJERNERØR AS
                ","819332282","2017-07-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1089","STRØMSØ BILVASKHALL ZEYAD MOHAMMAD HELAL ALOURFI
                ","919255722","2017-07-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1090","STYRERØR AS
                ","919257180","2017-07-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1091","SUNWARD NORGE AS
                ","919291559","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1092","SØNDRE TORV 1 EIENDOM AS
                ","919277351","2017-07-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1093","SØNSTERUD HOLDING AS
                ","919292067","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1094","T.R.B. OSMAN PRENIQI
                ","919080264","2017-07-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1095","TANNLEGE ULLA MARIE PAULSON
                ","995962748","2017-07-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1096","TEGNEMASKIN AS
                ","919360011","2017-08-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1097","TELLDINEDAGER LASSE HAUGEN
                ","919331542","2017-07-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1098","TF BYGG TOMASZ FALICKI
                ","919318244","2017-07-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1099","TH BOLIG OG EIENDOMSSERVICE TOMMY HOLST
                ","919314990","2017-07-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1100","THAI MEKONG AROMA & SPA AS
                ","919234164","2017-07-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1101","TILLY BARNEKLÆR V/INGUNN CAMILLA TANGEN
                ","994744801","2017-07-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1102","TJ MASKIN JOHANNESSEN
                ","918287175","2017-07-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1103","TORFINN BRENNA INVEST AS
                ","919260750","2017-07-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1104","TORPO HANDEL AS
                ","919283505","2017-07-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1105","TRE VEE AS
                ","919272384","2017-07-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1106","TREHUS ELEMENT AS
                ","919350016","2017-07-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1107","TRUDE FJELD TORGERSEN PROSJEKTLEDELSE,KONSULENTTJENESTER OG EVENT MANAGEMENT
                ","917827761","2017-07-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1108","TVEIT BOLIGUTVIKLING AS
                ","919300744","2017-07-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1109","UYSAL AS
                ","919194669","2017-07-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1110","V. KLEV ANLEGG
                ","919252219","2017-07-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1111","VATNINGSSERVICE AS
                ","919331917","2017-07-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1112","VERKTØY & MASKIN KE PLISCHEWSKI
                ","919321245","2017-07-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1113","VESTRE INNOVASJON AS
                ","919272023","2017-07-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1114","WALDO AUTO AS
                ","919335955","2017-07-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1115","WALTER GOMEZ
                ","992570369","2017-07-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1116","WAYLERS AS
                ","919333235","2017-07-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1117","WESTAD CHINA HOLDING AS
                ","919276401","2017-07-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1118","WIDAR'S SERVICE AS
                ","919293705","2017-07-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1119","WIESO AS
                ","919206586","2017-07-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1120","Y3 EIENDOM & BYGG SYED MUHAMMAD YASAR HUSSAIN
                ","919330996","2017-07-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1121","ZIJDEMANS CONSULT AS
                ","919286458","2017-07-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1122","ØVRE EIK GÅRD DA
                ","919260904","2017-07-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1123","7MARINE AS
                ","919426217","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1124","AABYE EIENDOM AS
                ","919389281","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1125","AINA GULBRANDSEN
                ","919470801","2017-08-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1126","AIR TEAM SUPPORT AS
                ","819439192","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1127","AKA 2 HOLDING AS
                ","919359250","2017-08-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1128","AKTIV BURSDAG ANS
                ","919433043","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1129","ALL IN 1 AS
                ","919414340","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1130","ALTERNATIV TIL PLAST AS
                ","919460695","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1131","AMDC ACHILLE MARIUS DA CRUZ
                ","997775546","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1132","ANDERSSEN DESIGN OG DEKORERING
                ","919380810","2017-08-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1133","ANDREAS LIMA GRAVESERVICE AS
                ","919445254","2017-08-23","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1134","ARM CONSULT
                ","919203323","2017-08-14","Administrativ kunngjøring                         
                ","Buskerud","Før"
"1135","AUSTADVEIEN BORETTSLAG
                ","919436271","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1136","BALKONG OG TRAPPESYSTEMER AS
                ","919318635","2017-08-09","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1137","BASKERUDBERGET 1 BOLIGSAMEIE
                ","919369612","2017-08-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1138","BATSEN AS
                ","919407565","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1139","BENEDIKTE LIE ANDREASSEN
                ","919413018","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1140","BERGERMOTUNET 4 BORETTSLAG
                ","919497661","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1141","BERLES GÅRDSBUTIKK AS
                ","919444290","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1142","BERSKAUG HOLDING AS
                ","919487445","2017-09-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1143","BIATHLONTEAM AS
                ","819421552","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1144","BILDELEKSPERTEN AS
                ","919461667","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1145","BIOTEC COMPOSITE HANS ERIK HELGESPLASS
                ","919493100","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1146","BJØRKLI BYGGCONSULT
                ","914919223","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1147","BK PIZZA OG KEBAB BILAL BABURI
                ","919476990","2017-08-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1148","BR BLIKK AS
                ","919395184","2017-08-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1149","BRUKTBOKA REIDUN OREBRÅTEN
                ","919505079","2017-09-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1150","BRUKTBUTIKKEN GJENBRUK ISMAILA BAYE BOJANG
                ","919387025","2017-08-09","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1151","BUSKERUD BYGGRÅDGIVNING AS
                ","919441585","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1152","CAFE OG RESTAURANT MARIS AS
                ","919366311","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1153","CAROLINE ESPEGARD
                ","919363533","2017-08-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1154","CHESTA TRADING AS
                ","919481315","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1155","CHRISTIAN IV'S VEI 31 AS
                ","819459002","2017-08-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1156","CITRA INVEST AS
                ","919429380","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1157","CITY KLINIKK DRAMMEN AS
                ","919408030","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1158","DEKORIST AS
                ","919430168","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1159","DEN GRØNNE BUTIKKEN DA
                ","919400293","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1160","DRAMMEN HELSEPARK AS
                ","919376007","2017-08-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1161","DYNAMIC ENGINEERING AS
                ","919357444","2017-08-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1162","DYREBU GRUSTAK AS
                ","919385758","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1163","ECOSTEAM TECHNOLOGIES AS
                ","919355697","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1164","EGGE VANNSELSKAP SA
                ","818639732","2017-08-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1165","EIERSEKSJONSSAMEIET GEILOTORGET
                ","919457880","2017-08-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1166","EIKER GULV & MALERSERVIS AS
                ","919365668","2017-08-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1167","ELIASSEN KONSULENTTJENESTER
                ","919468629","2017-08-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1168","EMANUELA FALICKA
                ","919372303","2017-08-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1169","EMENDO CONSULTING AS
                ","919407778","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1170","ENGROS FRISØR WIKAREK
                ","919383461","2017-08-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1171","EPC AS
                ","919442816","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1172","EV DRAMMEN AS
                ","919424192","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1173","EXPLORATION AS
                ","919419989","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1174","FEELGOOD RUNDTOM AS
                ","919374683","2017-08-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1175","FISKEEKSPRESSEN AS
                ","819369232","2017-08-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1176","FRITIDO AS
                ","919414219","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1177","FRODE G MOEN
                ","895898422","2017-08-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1178","FRØVOLDSETERVEIEN SA
                ","818920792","2017-08-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1179","GATA EIENDOM AS
                ","919324376","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1180","GEES ELENA BORISOVA SAID
                ","919330325","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1181","GGH MYHRE EIENDOM AS
                ","919259493","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1182","GJELDSHAUGEN AS
                ","919415479","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1183","GJØRUD FÆRDEN DA
                ","919404477","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1184","GK ANLEGGSTEKNIKK AS
                ","919336595","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1185","GLESJØVEIEN SA
                ","919099240","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1186","GLITRE ENERGI NETT EIENDOM AS
                ","919459018","2017-08-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1187","GMG EIENDOM AS
                ","919477849","2017-08-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1188","GMG HOLDING AS
                ","919413832","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1189","GRØNLAND TRELAST AS
                ","919430214","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1190","GÅSBAKKS DANCE AND FITNESS
                ","819452342","2017-08-23","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1191","H-P INVEST II AS
                ","919382732","2017-08-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1192","HAGASKOGEN BOLIGFELT AS
                ","919233664","2017-08-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1193","HALLINGDAL BILSENTER HOLDING AS
                ","919487011","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1194","HAMMERSTAD EIENDOM AS
                ","919074531","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1195","HAUGES SJAFØRUTLEIE
                ","919384034","2017-08-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1196","HEPE CONSULTING AS
                ","919362294","2017-08-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1197","HIMMELSK LYD AS
                ","919379820","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1198","HKLM TRANSPORT KANDIAH
                ","919469870","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1199","HOPSTAD & JENSEN BYGG OG EIENDOM AS
                ","919459441","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1200","HOVSLAGER HEMBRE AS
                ","919486953","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1201","HVAL SNEKKER & GÅRDSTJENESTER
                ","919495413","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1202","IDETEKNIKK AS
                ","919084871","2017-08-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1203","ILDFAST-SERVICE AS
                ","919452064","2017-08-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1204","INDIA WALE AS
                ","919443642","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1205","ISINF AS
                ","919488301","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1206","ISW HAUGE AS
                ","919496304","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1207","IVAR STUVE HOLDING AS
                ","919391324","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1208","JAJKO PETTERSEN
                ","819149542","2017-08-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1209","JAN CHRISTIAN AASAND AS
                ","919496940","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1210","JAYNE GRØTTING TRANSPORT
                ","919411988","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1211","JKB AS
                ","919441437","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1212","JOA CONSULT ODD-ARILD JOHANSEN
                ","915689027","2017-08-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1213","JOBSELECT HOLDING AS
                ","919433531","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1214","JOKSTAD ELEKTRO AS
                ","919481218","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1215","JONAS OG VIKTOR AS
                ","918905049","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1216","KATARINA SVENNINGSEN
                ","917140065","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1217","KATURA AS
                ","919458976","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1218","KENTA HOLDING AS
                ","919257520","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1219","KJETO AS
                ","919460830","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1220","KONGSBERG SEAFOOD AS
                ","919405139","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1221","KONGSRUD EIENDOM AS
                ","919486112","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1222","KRANK DRAMMEN AS
                ","919371870","2017-08-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1223","KRISTO EIENDOM AS
                ","919405716","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1224","LAUVHOVDNUTEN - LAUVHOVDLIA VEGLAG SA
                ","919457503","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1225","LIER BOLIGUTLEIE 2 AS
                ","919372427","2017-08-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1226","LINK HANDEL AS
                ","919373210","2017-08-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1227","LOCUS KAPITAL AS
                ","919487968","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1228","LOGIK TRANSPORT YOUSEFI
                ","919387475","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1229","LOKES KAUPANG AS
                ","919461225","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1230","LUMISA AS
                ","919414278","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1231","LUNDESGAARD HOLDING AS
                ","919502584","2017-09-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1232","MAKASI AS
                ","819392242","2017-08-09","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1233","MINSHOP NICOLAS KOKOLIS
                ","919377194","2017-08-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1234","MOBILIS AS
                ","919396865","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1235","MUNDHOLDER AS
                ","919430117","2017-08-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1236","MYB HOLDING AS
                ","919378352","2017-08-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1237","NANOMED AI AS
                ","919379626","2017-08-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1238","NIMO AS
                ","919460482","2017-08-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1239","NINASTENSENSVEAAS NINA STENSEN SVEAAS
                ","919425695","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1240","NIRA TANNHELSE AS
                ","919395982","2017-08-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1241","NORBRANN ELEKTRO AS
                ","819447012","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1242","NORENCO HOLDING AS
                ","819414912","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1243","NORSKE GLASSPRODUKTER AS
                ","919432896","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1244","NORWEGIAN PLASTIC RECYCLERS AS
                ","919163003","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1245","NOVA DESIGN AS
                ","919500921","2017-09-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1246","NOVA SUPPORT AS
                ","819433682","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1247","NUMEDAL HELSESALONG
                ","919294760","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1248","NUTTI AS
                ","919384093","2017-08-09","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1249","NYE JOBSELECT AS
                ","919433604","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1250","NYE NOVA BYGG LIER AS
                ","819421242","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1251","OAH EIENDOM AS
                ","919443677","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1252","OLAFG AS
                ","919480939","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1253","ORTOTEKET AS
                ","919471867","2017-08-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1254","OSS NORGE AS
                ","919439734","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1255","PENT SÅ RENT AS
                ","919372966","2017-08-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1256","PERFECT HOME - ELIN KLEVENGEN
                ","919416351","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1257","PITZ AS
                ","919421266","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1258","POWIT AS
                ","819419892","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1259","PROFF BILGLASSERVICE AS
                ","919371269","2017-08-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1260","REDWOOD DA
                ","919483881","2017-08-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1261","RINGKOLLTOPPEN AS
                ","919501650","2017-09-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1262","RUBA INVEST AS
                ","919376546","2017-08-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1263","RULLPACK NORGE AS
                ","919326689","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1264","RØKEBERG HANDEL AS
                ","919437669","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1265","SAMEIET STJERNEVEIEN ØVRE 5
                ","819173052","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1266","SAMTALETERAPI DRAMMEN AS
                ","919343257","2017-08-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1267","SCANGLIDE AS
                ","919425784","2017-08-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1268","SEA ELEKTROTEKNIKK AS
                ","919184981","2017-08-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1269","SEPH INVEST AS
                ","819424802","2017-08-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1270","SIB9 HOLDING AS
                ","919486600","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1271","SILJE GULBRANDSEN HAGEN
                ","919495480","2017-08-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1272","SITE INVEST AS
                ","919481331","2017-09-01","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1273","SLUTEN 300 RAGNE BERGET
                ","919474289","2017-08-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1274","SM-TRANS SOWINSKA
                ","919415835","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1275","SMILENDE HUS AS
                ","919403446","2017-08-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1276","SMR INVEST AS
                ","919376589","2017-08-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1277","SOLARTECH AS
                ","919417366","2017-08-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"1278","SOLBERGANSIKTSMALING PUNWIPA SOLBERG
                ","919399457","2017-08-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
