"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"1501","MARIA KRISTOFFERSEN
                ","820762452","2018-04-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1502","MARIUS JOHANSEN
                ","920756441","2018-04-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1503","MASTER TEK PRODUKTER AS
                ","920685870","2018-04-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1504","MICHAEL RIBEAUX VERANES
                ","920751059","2018-04-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1505","MIKKELSEN FISK AS
                ","920758533","2018-04-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1506","MMG HOLDING AS
                ","920701434","2018-04-10","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1507","NAUTIC CAM AS
                ","920756085","2018-04-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1508","NORDENS PARIS CAFE & PIZZA AS
                ","920687032","2018-04-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1509","OSEN SPISERI AS
                ","920794548","2018-04-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1510","PERSKOGEN CAMPING SA
                ","820503562","2018-04-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1511","PLENUM EIENDOM AS
                ","920794513","2018-04-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1512","PRO VEDLIKEHOLD AS
                ","920675328","2018-04-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1513","PSG EIENDOM AS
                ","920689833","2018-04-13","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1514","RAMPESTREK AS
                ","920805264","2018-04-30","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1515","ROGNERUD BOLIG AS
                ","920800319","2018-04-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1516","ROGNERUD HOLDING AS
                ","920678157","2018-04-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1517","SALT MASKIN AS
                ","920740758","2018-04-17","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1518","SAMEIET SENTRUM 6
                ","820767772","2018-04-23","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1519","SENSE LYNGEN AS
                ","920723721","2018-04-13","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1520","SH BILPLEIE SINDRE BAKKELI HALVORSEN
                ","920773966","2018-04-24","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1521","SIMO INVEST AS
                ","920688357","2018-04-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1522","SONARES INVEST AS
                ","920692788","2018-04-23","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1523","STEINLY MARIN SERVICE AS
                ","920702376","2018-04-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1524","TIAN EIENDOM GRØTAVÆR AS
                ","920767605","2018-04-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1525","TIAN UTVIKLING AS
                ","920794505","2018-04-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1526","TJA AS
                ","920768024","2018-04-23","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1527","TKT ENTREPRENØR AS
                ","920781187","2018-04-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1528","TOLLEFSEN UTLEIE
                ","920570003","2018-04-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1529","VANGSVIK HANDEL AS
                ","920795714","2018-04-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1530","VETERINÆR EIVIND GUNERIUSSEN
                ","920004067","2018-04-13","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1531","VIKA GÅRD V. MADS KARLSEN
                ","920779107","2018-04-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1532","VOGELKOP AS
                ","920674895","2018-04-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1533","VÅTROMSTEAM AS
                ","920782787","2018-04-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1534","WARAPORN KANSTAD
                ","920758576","2018-04-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1535","WAVMED AS
                ","920708498","2018-04-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1536","WECO EIENDOM AS
                ","920797636","2018-04-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1537","WONDERLINE PRODUCTIONS AS
                ","920697739","2018-04-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1538","A2T INVEST AS
                ","920900836","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1539","ADVOKATFIRMAET GJERDRUM AS
                ","920827543","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1540","AEVO VED OG TRAKTORSERVICE ALEKSANDER EDMUND VOLLAN OUSLAND
                ","920852203","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1541","ALT E MULIG TRANSPORT AS
                ","920804365","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1542","ARCTIC FARM AS
                ","920813399","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1543","ARCTIC SENSATION AS
                ","920806856","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1544","ARKTISK HYDROPONI AS
                ","920827608","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1545","AVENTURA STUDIO AS
                ","920870694","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1546","BAK INVEST AS
                ","920861148","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1547","BALUBA HOLDING AS
                ","920842151","2018-05-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1548","BJØRK-INVEST AS
                ","920842178","2018-05-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1549","BOLIGSAMEIET WORKINNTOPPEN D1
                ","920822428","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1550","BR SERVICE
                ","920777201","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1551","BYGG & VVS AS
                ","820829212","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1552","CHERRY CHURROS AS
                ","820843002","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1553","DIAZ ENTERTAINMENT DÆNNY ROCHE DIAZ JØRDISSTAN TERLECKI
                ","920893856","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1554","E ANTONSEN
                ","820830652","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1555","EKSLUSSIVE KOSMETIKS FLORENCE AKINYI OGOLA
                ","920876927","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1556","ELTRODE UTLEIE AS
                ","820827422","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1557","FJÆRVOLL HOLDING AS
                ","920843018","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1558","FOLKESSON SUBSEA
                ","920903169","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1559","FOXTER MEDIA JAKE MARK PEERS
                ","920894054","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1560","FRISTAD & SØNN INVEST AS
                ","920863353","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1561","GA1 FINANCE AS
                ","920852238","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1562","H C JOHANSEN ART
                ","820886712","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1563","HAMNA MASKINTJENESTER AS
                ","920933114","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1564","HANSSEN MASKIN AS
                ","820876482","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1565","HARILA INVEST AS
                ","920903398","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1566","HARILA INVEST HOLDING AS
                ","920821162","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1567","HARSTAD DETAILING AS
                ","920899242","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1568","HENRIKSEN MASKIN OG SKOGDRIFT AS
                ","820897072","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1569","HUGIN OG MUNIN AS
                ","920897436","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1570","IMTAS HARSTAD AS
                ","920900305","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1571","INDUSTRI KULDE AS
                ","920846173","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1572","INTEGRAL BYGG AS
                ","920845797","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1573","JETTE'S OPTIK AS
                ","920812724","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1574","JUS BAR AS
                ","920854842","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1575","KANZ HOLDING AS
                ","920813917","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1576","KENT OMMEDAL AS
                ","920854052","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1577","KRISTOFFERSENS SYKKEL
                ","820911652","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1578","L-MEK AS
                ","920871534","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1579","M12 TROMSØ AS
                ","920741657","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1580","MALA AS
                ","920889123","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1581","MATTRADISJONER I NORD-TROMS AS
                ","920867278","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1582","MOT YNWA AS
                ","920898017","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1583","NETEX HANSEN
                ","920842240","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1584","NORDIC NURSE AS
                ","920901131","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1585","NORDMEER REISEN DEUTSCHER
                ","920929001","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1586","NORKIRKEN TROMSØ EIENDOM AS
                ","920898157","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1587","NORTH OF LYNGEN APARTMENTS AS
                ","820846532","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1588","NORTH V/KIM AAGESEN
                ","913596218","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1589","NORTHERN LANDS SMEJDA-MALINOWSKI
                ","920867049","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1590","ORCA LABS AS
                ","920882986","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1591","PAULSEN HELSE
                ","920892590","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1592","PESANDVIK HOLDING AS
                ","920870821","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1593","POLARIA HOLDING AS
                ","920751393","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1594","PROFFBYGG TROMSØ HOEL
                ","920931812","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1595","R&S BILPLEIE RUBEN ADRIAN MOE-NILSEN
                ","920894534","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1596","RANJA AS
                ","920812171","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1597","RENDAHL HJERTERO MEDIYOGA
                ","920880649","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1598","RIGNATOR AS
                ","920839282","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1599","RIMELL TRANSPORT AS
                ","920846424","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1600","RJ INVEST AS
                ","920861881","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1601","ROGNSÅ BÅTHAVN SA
                ","919594861","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1602","ROPAAL AS
                ","920876374","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1603","RUNAR BEKKELI
                ","920905935","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1604","SALMAN BAHZAD SALMAN ALI
                ","920865739","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1605","SAMEIET NYGÅRDSPLATÅET 11
                ","920893090","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1606","SENJA ELEKTRO & AUTOMATION AS
                ","920851444","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1607","SKAGI SENJA AS
                ","920839487","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1608","SLK AGENTURER SANDER LEIRFALL KRISTOFFERSEN
                ","820778642","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1609","SNYTIND AS
                ","820887182","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1610","SOLSTRAND HAGE SAMEIE
                ","920812376","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1611","STATTHANSA AS
                ","920686745","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1612","STORGATA 70 TROMSØ AS
                ","920813119","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1613","TAK-BYGG AS
                ","820899652","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1614","TORFINN JØRGENSEN
                ","920896049","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1615","TOURISTSHOP TROMSØ HAVN AS
                ","820903692","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1616","TRAKTØREN HARSTAD AS
                ","920897770","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1617","TROLLSHAMA FREELANCE DRUMMER HEIKE LINDBERG
                ","920859445","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1618","TROMSØ ARCTIC PRIDE AS
                ","920839134","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1619","TROMSØ KRAN & MASKIN AS
                ","820931092","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1620","TRÅSDAHLS MUSIKK
                ","920904769","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1621","TUNVOLL GÅRDSPRODUKTER -TORE KURT ÅRHUS
                ","920886493","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1622","VALKYRIA AS
                ","920819192","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1623","VIEW TONGDEE ACCESSORIES NUNG KHAMLUECHA
                ","920867006","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1624","VVA SERVICE AS
                ","920843026","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1625","WORKINNTOPPEN D1 BOLIGSAMEIE
                ","920822428","2018-05-17","Rettelse av foretaksnavn                          
                ","Troms","Før"
"1626","ALANS MALING ALAN SHEBLI
                ","821052432","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1627","ANE LOTHERINGTON
                ","921056168","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1628","ANNABELL STEFANUSSEN AS
                ","920964958","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1629","BBT AS
                ","920947549","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1630","BOBNOR BYGG DA
                ","920942830","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1631","BS RESTAURANTDRIFT AS
                ","921031475","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1632","BUSBY BABES NORGE AS
                ","920990312","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1633","BUTIKKDRIFT AMDAL & ERLANDSEN AS
                ","921067003","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1634","CB PARTNER HARSTAD AS
                ","920961703","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1635","CHEERY CHURROS AS
                ","820843002","2018-06-05","Rettelse av foretaksnavn                          
                ","Troms","Før"
"1636","COGNITI AS
                ","920981542","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1637","DEKK-KIOSKEN TROMSDALEN AS
                ","921000405","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1638","DET LILLE BILVERKSTED NARKUS
                ","821036232","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1639","DET SKJER MEDIA AS
                ","920936105","2018-06-04","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1640","DS MASKIN OG EIENDOM DAN ØRJAN STEINHOLM
                ","921028318","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1641","DUCO INVEST AS
                ","921075537","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1642","EGON OLSENS REISER
                ","920986048","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1643","ELVESKOG AS
                ","920997465","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1644","EXPRESSBILENE TRANSPORT AS
                ","920917658","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1645","FENNSALIR ANS
                ","921052677","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1646","FOLDERS AS
                ","921009941","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1647","FRANKS MONTASJE AS
                ","921044151","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1648","GRAFF TAPROOM AS
                ","821018722","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1649","GRATANGEN FJELLHOTELL AS
                ","920934986","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1650","HAGFORS HOLDING AS
                ","920992439","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1651","HAMNA MASKINTJENESTER AS
                ","920933114","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1652","HANTOS INVEST AS
                ","920924921","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1653","HAPPENS AS
                ","920795617","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1654","HAVDIS AS
                ","921037724","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1655","HUTO EIENDOM AS
                ","921043694","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1656","HØYDESTREKK AS
                ","921061870","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1657","IVEL AS
                ","921044135","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1658","JJH 1 AS
                ","821032202","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1659","JJH 2 AS
                ","821032172","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1660","JS TROMSØ AS
                ","920921744","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1661","KAMENI AS
                ","920970877","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1662","KEENAN TARTOUSI
                ","921007337","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1663","KRÆMER AS
                ","921088078","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1664","KRÆMER HOLDING AS
                ","921006756","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1665","KSKJØRT AS
                ","921000243","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1666","KULAR INVEST AS
                ","920959032","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1667","LABRADOR GRUPPEN AS
                ","920951597","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1668","LANGNES KJØKKEN AS
                ","920992420","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1669","LENA'S GJESTEHUS LENA KIRSTI SKAU
                ","921068115","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1670","MAIB INVEST AS
                ","920925170","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1671","MATSERVICE STRANDVEIEN AS
                ","920956483","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1672","MELLAHOLTET AS
                ","921063687","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1673","MG VAREHUS AS
                ","921032129","2018-06-29","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1674","MIKE VOETS
                ","921046405","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1675","MYRAN GÅRD SIIKAVUOPIO
                ","921015828","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1676","MÅLSELV VARMEPUMPESERVICE WILLIAM SOMMERS
                ","920995071","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1677","NEDRE SØRVIKMARK VANNVERK SA
                ","920995314","2018-06-21","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1678","NOMI BRYGGE AS
                ","920952763","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1679","NORDMEER REISEN DEUTSCHER
                ","920929001","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1680","NORWEGIAN HOLDING AS
                ","920931537","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1681","NÅKKANICE TOR ANDREAS WIDLUND
                ","914350158","2018-06-14","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1682","OLDERFJORD AS
                ","920947891","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1683","OLSEN INVESTMENT AS
                ","920981445","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1684","ORIGO SAMEIET
                ","820934822","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1685","PAJO CONSULT AS
                ","920983979","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1686","PALETTEN GRILL NAJIBULLAH HASHEMI
                ","921016972","2018-06-22","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1687","PEGU NORGE AS
                ","920675417","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1688","PETER WESTH HAMMER
                ","920942512","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1689","PLF HARSTAD AS
                ","921032005","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1690","PROFFBYGG TROMSØ HOEL
                ","920931812","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1691","QUICKSHIFT AS
                ","920958389","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1692","REINFJORD ADVENTURE AS
                ","920980287","2018-06-09","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1693","RELAX YOGASTUDIO VED MONICA VÅGA
                ","921008317","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1694","RONNY WILHELMSEN HÅNDVERK SERIVCE
                ","916007000","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1695","RØD FILM
                ","921022956","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1696","SALIN COACHING
                ","920954979","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1697","SAMEIET SOLNESSVINGEN
                ","920945082","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1698","SAMI EIENDOM AS
                ","920980570","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1699","SANDVIKEN UTVIKLING AS
                ","921029691","2018-06-20","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1700","SASIJO AS
                ","820955862","2018-06-06","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1701","SEJA HOLDING AS
                ","921028512","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1702","SELOS AS
                ","820958802","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1703","SELSBANE EIENDOM AS
                ","821067472","2018-06-27","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1704","SENJA PROSJEKTERING AS
                ","921017715","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1705","SENJA SAFARI JANNE KJØNSVIK EILERTSEN
                ","920981607","2018-06-11","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1706","SENTRUM FRISØR MOHANAD AHMAD BADAOIYA
                ","921014724","2018-06-18","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1707","SKADI ADVENTURES AS
                ","920951945","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1708","SKJÆRGÅRD HOLDING AS
                ","920937608","2018-06-02","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1709","SKROLSEN AS
                ","920957587","2018-06-07","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1710","STRØKENT AS
                ","920985521","2018-06-12","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1711","STUDIO DUO KLIPP AS
                ","921022271","2018-06-19","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1712","SVENDSENS SJØSERVICE
                ","921078463","2018-06-28","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1713","SØRSTRØM AS
                ","921063814","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1714","T.B EIENDOM AS
                ","820948122","2018-06-05","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1715","TAK SERVICE AS
                ","920961770","2018-06-08","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1716","TAKST I NORD AS
                ","921011598","2018-06-15","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1717","TANNLEGE JOHN ANDREAS RØRSTRAND
                ","921057644","2018-06-26","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1718","TKM HOLDING AS
                ","921056966","2018-06-25","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
"1719","TLS KJØKKENTEAM AS
                ","820998162","2018-06-13","Nyregistrering i Foretaksregisteret               
                ","Troms","Før"
